,price_power,storage,inflow,outflow,elevation,evaporation
2009-01-15,10.41,2411.244258064516,34.379451612903225,60.461129032258064,174.6243870967742,2.294
2009-02-15,10.41,2410.980642857143,50.84578571428572,35.68235714285714,174.62307142857142,2.945
2009-03-15,10.02,2450.2472903225807,101.62809677419355,32.80838709677419,174.87980645161292,4.587
2009-04-15,9.74,2664.8686666666667,104.10196666666667,61.659933333333335,176.24413333333334,5.578
2009-05-15,9.87,3017.0165161290324,307.93512903225803,175.4088064516129,178.29574193548385,6.569
2009-06-15,10.27,2706.900666666667,40.362766666666666,171.38173333333333,176.49096666666668,7.221
2009-07-15,10.02,2493.0751612903227,40.26648387096774,50.22212903225806,175.16067741935484,7.871999999999999
2009-08-15,9.85,2429.142741935484,29.15716129032258,56.327612903225805,174.74170967741938,7.334
2009-09-15,9.64,2464.580966666667,178.95083333333332,50.92783333333333,174.95226666666667,5.804999999999999
2009-10-15,9.39,2731.9640000000004,213.40912903225805,109.05990322580645,176.64958064516128,3.964
2009-11-15,9.24,2717.7751,58.91596666666667,157.01943333333332,176.55936666666668,3.058
2009-12-15,9.36,2641.335387096774,143.99825806451614,78.69148387096774,176.09564516129032,2.294
2010-01-15,9.43,2609.8395161290323,73.35048387096774,110.3111935483871,175.90267741935483,2.294
2010-02-15,9.49,2681.4744285714287,164.49839285714285,155.04564285714287,176.34517857142856,2.945
2010-03-15,9.38,2569.941774193548,50.58561290322581,61.286903225806455,175.6531935483871,4.587
2010-04-15,9.34,2604.204466666667,45.00106666666667,23.8757,175.8695,5.578
2010-05-15,9.3,2710.7699677419355,147.69400000000002,94.65187096774194,176.522,6.569
2010-06-15,9.57,2660.105433333333,47.59493333333333,80.5669,176.2155,7.221
2010-07-15,9.53,2528.5782903225804,11.461935483870967,59.699129032258064,175.38838709677418,7.871999999999999
2010-08-15,9.63,2361.3434193548387,4.828516129032258,44.50025806451613,174.2894193548387,7.334
2010-09-15,9.35,2274.3543333333337,8.5621,21.315099999999997,173.69660000000002,5.804999999999999
2010-10-15,9.15,2216.455483870968,6.095387096774194,10.398387096774194,173.29164516129032,3.964
2010-11-15,8.66,2196.2387,10.442266666666667,7.268633333333333,173.14846666666665,3.058
2010-12-15,9.02,2180.609290322581,10.187709677419356,5.040290322580645,173.03696774193548,2.294
2011-01-15,8.7,2191.500870967742,11.106645161290322,2.265290322580645,173.11470967741934,2.294
2011-02-15,8.94,2238.8498214285714,45.28857142857142,2.7305357142857143,173.44914285714285,2.945
2011-03-15,8.75,2302.171935483871,39.65174193548387,21.23025806451613,173.88883870967743,4.587
2011-04-15,8.59,2388.7702333333336,181.05183333333335,13.388233333333334,174.45713333333333,5.578
2011-05-15,8.83,3043.225870967742,230.14525806451616,112.54641935483872,178.45470967741937,6.569
2011-06-15,9.28,2688.9364666666665,22.89036666666667,185.5901,176.3766,7.221
2011-07-15,9.34,2468.0580322580645,6.089967741935483,42.35370967741935,174.99751612903225,7.871999999999999
2011-08-15,9.62,2365.187935483871,12.410967741935485,28.971774193548388,174.31712903225807,7.334
2011-09-15,9.34,2278.458833333333,11.367366666666667,22.088966666666668,173.7251,5.804999999999999
2011-10-15,8.74,2249.7417096774193,17.223,4.473999999999999,173.52564516129033,3.964
2011-11-15,8.58,2360.4638666666665,165.5513,5.776633333333334,174.25966666666667,3.058
2011-12-15,8.61,2728.0621612903224,133.16751612903226,109.70751612903226,176.62845161290323,2.294
2012-01-15,8.56,2633.078483870968,70.34351612903225,70.39654838709677,176.04883870967743,2.294
2012-02-15,8.59,2664.638413793103,75.64782758620689,69.5598275862069,176.24372413793105,2.945
2012-03-15,8.31,2688.7952258064515,156.00725806451612,128.17648387096773,176.38793548387096,4.587
2012-04-15,8.26,2595.645133333333,18.90426666666667,56.52316666666666,175.8151,5.578
2012-05-15,8.35,2557.418387096774,9.650548387096773,15.83090322580645,175.5738387096774,6.569
2012-06-15,8.71,2487.870966666667,6.407166666666667,20.8402,175.12766666666667,7.221
2012-07-15,8.78,2419.341161290323,6.722064516129032,18.196806451612904,174.67845161290322,7.871999999999999
2012-08-15,8.87,2350.6906774193544,7.994483870967742,16.011709677419354,174.21964516129032,7.334
2012-09-15,8.78,2306.4697333333334,18.287,16.3605,173.91856666666666,5.804999999999999
2012-10-15,8.43,2291.6217741935484,10.884645161290322,13.080451612903227,173.81612903225806,3.964
2012-11-15,8.27,2272.0325666666668,9.714566666666666,3.7302333333333326,173.68073333333334,3.058
2012-12-15,8.38,2269.2249032258064,19.531290322580645,5.187451612903226,173.66132258064516,2.294
2013-01-15,8.45,2397.490741935484,94.04006451612904,19.038032258064515,174.52848387096773,2.294
2013-02-15,8.39,2512.41975,74.27910714285714,25.185750000000002,175.28557142857144,2.945
2013-03-15,8.31,2577.840258064516,48.92777419354839,40.630935483870964,175.70341935483873,4.587
2013-04-15,8.38,2671.0092,107.55940000000001,80.29050000000001,176.28256666666667,5.578
2013-05-15,8.59,2645.6105161290325,89.53048387096774,30.07977419354839,176.12603225806453,6.569
2013-06-15,8.89,2836.197866666667,188.60313333333335,236.55943333333335,177.24943333333334,7.221
2013-07-15,9.01,2541.6683548387095,21.181,44.04541935483871,175.47293548387097,7.871999999999999
2013-08-15,9.0,2466.895806451613,26.72832258064516,57.75716129032258,174.99074193548387,7.334
2013-09-15,8.81,2319.7069666666666,8.318566666666666,44.352666666666664,174.0072,5.804999999999999
2013-10-15,8.63,2274.403935483871,21.574612903225805,4.129677419354839,173.69725806451612,3.964
2013-11-15,8.39,2370.480633333333,59.475633333333334,2.7712999999999997,174.35133333333334,3.058
2013-12-15,8.67,2527.475935483871,92.0231935483871,11.847354838709677,175.37770967741935,2.294
2014-01-15,8.75,2617.7490322580647,56.44541935483871,72.2334193548387,175.95335483870969,2.294
2014-02-15,8.85,2593.703857142857,38.929428571428566,40.77221428571429,175.80335714285712,2.945
2014-03-15,8.79,2561.2101612903225,59.12461290322581,47.692741935483866,175.59793548387097,4.587
2014-04-15,8.55,2617.1240000000003,85.68943333333333,55.23083333333333,175.9489,5.578
2014-05-15,8.55,2664.544032258065,111.00003225806451,98.33516129032257,176.24193548387098,6.569
2014-06-15,9.2,2648.0803666666666,76.92356666666666,80.54523333333333,176.14113333333336,7.221
2014-07-15,9.33,2578.4000967741936,70.97196774193547,65.60264516129033,175.70687096774196,7.871999999999999
2014-08-15,9.28,2472.7387741935486,23.627193548387098,68.03338709677419,175.02809677419356,7.334
2014-09-15,9.16,2331.2802333333334,12.314066666666667,44.631099999999996,174.08716666666666,5.804999999999999
2014-10-15,8.95,2304.214548387097,25.844935483870966,6.225129032258065,173.90293548387098,3.964
2014-11-15,8.75,2314.1504333333337,21.836033333333333,9.508766666666668,173.9712,3.058
2014-12-15,8.81,2327.793870967742,32.441967741935485,9.947516129032257,174.06400000000002,2.294
2015-01-15,9.01,2527.6061612903227,92.87903225806451,19.63009677419355,175.3809677419355,2.294
2015-02-15,8.94,2546.428,31.190035714285717,21.662499999999998,175.504,2.945
2015-03-15,8.85,2692.3886774193547,172.26570967741935,137.71290322580646,176.4087741935484,4.587
2015-04-15,8.46,2614.5306666666665,86.29913333333334,71.684,175.93323333333333,5.578
2015-05-15,8.63,2867.5738709677416,324.70503225806453,165.36274193548385,177.4372258064516,6.569
2015-06-15,8.84,2766.3894999999998,47.077666666666666,206.04626666666667,176.84423333333334,7.221
2015-07-15,8.9,2568.6131612903228,25.924548387096777,69.74248387096773,175.64245161290324,7.871999999999999
2015-08-15,8.98,2367.518548387097,8.749,54.90535483870968,174.33070967741938,7.334
2015-09-15,8.8,2259.4030333333335,7.005533333333333,20.101166666666664,173.59256666666667,5.804999999999999
2015-10-15,8.35,2201.4556129032258,27.920354838709677,14.095354838709678,173.1851935483871,3.964
2015-11-15,8.13,2257.6577666666667,154.38029999999998,2.6288,173.57236666666668,3.058
2015-12-15,8.22,2692.709129032258,262.7854516129032,82.03480645161291,176.40270967741938,2.294
2016-01-15,8.38,2810.164322580645,56.63083870967742,217.97909677419355,177.10412903225807,2.294
2016-02-15,8.36,2553.6553793103444,32.46475862068966,41.207827586206896,175.54944827586206,2.945
2016-03-15,8.23,2638.735612903226,125.58219354838711,86.33525806451613,176.08174193548385,4.587
2016-04-15,8.13,2609.437166666667,93.93993333333333,61.1114,175.90183333333334,5.578
2016-05-15,8.26,2689.89735483871,93.6783870967742,115.52793548387096,176.39422580645163,6.569
2016-06-15,8.54,2564.3285333333333,14.477433333333332,42.819700000000005,175.61723333333333,7.221
2016-07-15,8.65,2458.871129032258,9.996741935483872,31.512967741935487,174.9386451612903,7.871999999999999
2016-08-15,8.65,2448.516290322581,78.85129032258064,37.382774193548386,174.86806451612904,7.334
2016-09-15,8.7,2431.3495666666663,8.343033333333333,52.94583333333333,174.75660000000002,5.804999999999999
2016-10-15,8.42,2332.987677419355,8.698709677419355,14.816129032258065,174.09977419354837,3.964
2016-11-15,8.25,2299.2220333333335,12.207333333333334,11.516466666666666,173.8685,3.058
2016-12-15,8.23,2265.288129032258,22.92838709677419,24.20174193548387,173.63383870967743,2.294
2017-01-15,8.32,2279.714387096774,34.35196774193549,22.419709677419355,173.7339677419355,2.294
2017-02-15,8.33,2305.543892857143,58.164750000000005,19.91142857142857,173.91089285714287,2.945
2017-03-15,8.14,2376.9374838709678,64.46096774193548,29.347290322580644,174.3962258064516,4.587
2017-04-15,8.25,2524.7369000000003,121.23553333333332,9.836333333333334,175.36326666666668,5.578
2017-05-15,8.33,2684.761548387097,91.7911935483871,125.55209677419356,176.36206451612904,6.569
2017-06-15,8.55,2578.9705666666664,14.4765,19.28373333333333,175.7104666666667,7.221
2017-07-15,8.62,2515.4208387096774,48.68845161290323,44.145806451612906,175.3048064516129,7.871999999999999
2017-08-15,8.6,2402.6487096774194,31.8098064516129,54.55103225806452,174.56767741935485,7.334
2017-09-15,8.57,2274.143866666667,3.2734333333333328,37.03933333333334,173.69433333333333,5.804999999999999
2017-10-15,8.35,2210.240793103448,5.344034482758621,10.478137931034482,173.24765517241377,3.964
2017-11-15,8.17,2182.2505666666666,9.634233333333333,6.876266666666667,173.04863333333333,3.058
2017-12-15,8.07,2174.896677419355,20.81932258064516,5.632290322580645,172.99603225806453,2.294
2018-01-15,8.49,2184.4544193548386,16.969129032258063,9.818612903225807,173.06454838709678,2.294
2018-02-15,8.46,2315.8525714285715,265.4658928571429,12.219642857142857,173.93753571428573,2.945
2018-03-15,8.23,2765.879137931034,135.19610344827586,168.21055172413793,176.8431724137931,4.587
2018-04-15,8.13,2664.216633333333,108.26456666666667,88.13889999999999,176.2406,5.578
2018-05-15,8.38,2603.955096774194,337.0238064516129,13.675096774193548,175.84306451612903,6.569
2018-06-15,8.77,2567.6848333333332,10.222366666666666,33.40056666666667,175.63856666666666,7.221
2018-07-15,8.82,2475.3641111111115,19.75785185185185,29.414814814814818,175.04625925925924,7.871999999999999
2018-08-15,8.82,2409.4522758620687,43.11272413793103,41.148172413793105,174.6131724137931,7.334
2018-09-15,8.58,2320.1379333333334,28.199766666666665,35.45166666666667,174.01173333333332,5.804999999999999
2018-10-15,8.36,2374.9590322580643,51.36941935483871,4.211935483870969,174.38122580645162,3.964
2018-11-15,8.35,2638.8998333333334,109.38503333333333,26.8123,176.08433333333332,3.058
2018-12-15,8.03,2646.2618387096772,117.15203225806452,99.7755806451613,176.13029032258063,2.294
2019-01-15,8.37,2623.1234516129034,167.83548387096772,128.21206451612903,175.98374193548386,2.294
2019-02-15,8.34,2639.324,183.7729642857143,122.40953571428572,176.08378571428574,2.945
2019-03-15,8.34,2664.3459677419355,80.81522580645161,95.46590322580644,176.2419677419355,4.587
2019-04-15,8.16,2706.4054333333333,177.23393333333334,145.59073333333333,176.49733333333333,5.578
2019-05-15,8.29,2764.6629677419355,148.73532258064517,160.5497741935484,176.84522580645162,6.569
2019-06-15,8.47,2655.1527666666666,104.16046666666666,109.3689,176.18376666666666,7.221
2019-07-15,8.65,2529.3973870967743,29.984741935483868,91.08051612903226,175.39306451612904,7.871999999999999
2019-08-15,9.45,2352.248,21.151741935483873,55.17851612903226,174.22912903225807,7.334
2019-09-15,9.09,2255.9855000000002,20.9761,29.96486666666667,173.56806666666668,5.804999999999999
2019-10-15,8.66,2202.691774193548,27.51570967741936,9.802129032258064,173.19425806451613,3.964
2019-11-15,8.52,2333.484,83.20703333333334,1.4121,174.0993333333333,3.058
2019-12-15,8.28,2507.876580645161,43.73029032258064,1.4231612903225805,175.25716129032259,2.294
